District,Season,season_temporal,transplant_month,growth_start_month,harvest_start_month,temp_diurnal_range,temp_mean,gdd_proxy,svp_proxy,vpd_proxy,humidity_mid,season_sin,season_cos,area_log,area_x_diurnal,temp_x_humidity,Season_enc,Crop Name_enc,Transplant_enc,Growth_enc,Harvest_enc,District_enc,AP Ratio
Rajshahi,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,5.214935757608986,1830.0,1750.0,0,1,6,13,4,53,2.912568306
Rangamati,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,4.859812404361672,1280.0,1750.0,0,1,6,13,4,54,1.7265625
Rangpur,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,2.5649493574615367,120.0,1750.0,0,1,6,13,4,55,10.0
Satkhira,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,5.971261839790462,3910.0,1750.0,0,1,6,13,4,56,2.749360614
Shariatpur,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,4.442651256490317,840.0,1750.0,0,1,6,13,4,57,4.047619048
Sherpur,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,4.07753744390572,580.0,1750.0,0,1,6,13,4,58,5.25862069
Sirajganj,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,3.1780538303479458,230.0,1750.0,0,1,6,13,4,59,12.13043478
Sunamganj,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,3.7376696182833684,410.0,1750.0,0,1,6,13,4,60,0.756097561
Sylhet,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,4.204692619390966,660.0,1750.0,0,1,6,13,4,61,2.121212121
Tangail,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,6.251903883165888,5180.0,1750.0,0,1,6,13,4,62,0.9691119691
Thakurgaon,Kharif 1,1,6.0,6.0,8.0,10.0,25.0,15.0,3.1688149728170982,0.9506444918451296,70.0,0.8660254037844387,-0.4999999999999998,2.833213344056216,160.0,1750.0,0,1,6,13,4,63,6.75
Bandarban,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,4.174387269895637,256.0,980.0,1,2,1,29,25,1,0.265625
Bogura,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,24.0,980.0,1,2,1,29,25,5,0.3333333333
Chapai Nawabganj,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.9318256327243257,200.0,980.0,1,2,1,29,25,8,0.38
Chattogram,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.58351893845611,140.0,980.0,1,2,1,29,25,9,0.6571428571
Chuadanga,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.2188758248682006,96.0,980.0,1,2,1,29,25,10,0.25
CoxsBazar,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.0986122886681098,8.0,980.0,1,2,1,29,25,11,2.0
Cumilla,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.0986122886681098,8.0,980.0,1,2,1,29,25,12,0.0
Dinajpur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.772588722239781,60.0,980.0,1,2,1,29,25,14,0.2666666667
Faridpur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.791759469228055,20.0,980.0,1,2,1,29,25,15,0.4
Feni,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.4849066497880004,44.0,980.0,1,2,1,29,25,16,0.1818181818
Gaibandha,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.912023005428146,196.0,980.0,1,2,1,29,25,17,0.5918367347
Gazipur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.0986122886681098,8.0,980.0,1,2,1,29,25,18,0.0
Jamalpur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.1972245773362196,32.0,980.0,1,2,1,29,25,21,0.25
Jashore,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.5649493574615367,48.0,980.0,1,2,1,29,25,22,0.3333333333
Joypurhat,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.044522437723423,80.0,980.0,1,2,1,29,25,25,0.4
Khagrachari,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.4011973816621555,116.0,980.0,1,2,1,29,25,26,0.3103448276
Kurigram,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,4.127134385045092,244.0,980.0,1,2,1,29,25,29,0.2950819672
Kushtia,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,4.5217885770490405,364.0,980.0,1,2,1,29,25,30,0.4725274725
Lakshmipur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.70805020110221,56.0,980.0,1,2,1,29,25,31,0.1428571429
Lalmonirhat,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.0794415416798357,28.0,980.0,1,2,1,29,25,32,0.1428571429
Magura,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.4849066497880004,44.0,980.0,1,2,1,29,25,34,0.2727272727
Meherpur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.833213344056216,64.0,980.0,1,2,1,29,25,36,0.375
Moulvibazar,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.295836866004329,104.0,980.0,1,2,1,29,25,37,0.2692307692
Munshiganj,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.5649493574615367,48.0,980.0,1,2,1,29,25,38,0.25
Naogaon,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,4.890349128221754,528.0,980.0,1,2,1,29,25,40,0.4166666667
Natore,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.772588722239781,60.0,980.0,1,2,1,29,25,44,0.2
Netrokona,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.1972245773362196,32.0,980.0,1,2,1,29,25,45,0.375
Noakhali,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.713572066704308,160.0,980.0,1,2,1,29,25,47,0.25
Pabna,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.0794415416798357,28.0,980.0,1,2,1,29,25,48,0.7142857143
Rajbari,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.5263605246161616,132.0,980.0,1,2,1,29,25,52,0.2727272727
Rajshahi,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,24.0,980.0,1,2,1,29,25,53,0.1666666667
Rangamati,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,5.0238805208462765,604.0,980.0,1,2,1,29,25,54,0.5298013245
Rangpur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,4.430816798843313,332.0,980.0,1,2,1,29,25,55,0.734939759
Sherpur,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,2.1972245773362196,32.0,980.0,1,2,1,29,25,58,0.375
Tangail,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,1.3862943611198906,12.0,980.0,1,2,1,29,25,62,0.0
Thakurgaon,Kharif 2,2,8.0,9.0,11.0,4.0,28.0,18.0,3.7811680622153006,2.4577592404399455,35.0,-0.8660254037844385,-0.5000000000000004,3.713572066704308,160.0,980.0,1,2,1,29,25,63,0.35
Bagerhat,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.571923252267498,401940.0,1885.0,0,3,7,1,3,0,1.118843608
Bandarban,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.319694757176194,849044.0,1885.0,0,3,7,1,3,1,0.80681331
Barguna,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.826436089954095,3830988.0,1885.0,0,3,7,1,3,2,1.023665958
Barishal,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.708176107828981,1252132.0,1885.0,0,3,7,1,3,3,0.7564793488
Bhola,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,12.324664243101141,6305068.0,1885.0,0,3,7,1,3,4,0.7846976432
Bogura,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.288268268673225,2236584.0,1885.0,0,3,7,1,3,5,0.9793184607
Brahmanbaria,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.246083855865301,788788.0,1885.0,0,3,7,1,3,6,1.044016897
Chandpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.171910350049098,732396.0,1885.0,0,3,7,1,3,7,1.04304775
Chapai Nawabganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.632715374396533,3156300.0,1885.0,0,3,7,1,3,8,1.093138168
Chattogram,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.376337978673549,2442496.0,1885.0,0,3,7,1,3,9,1.168241012
Chuadanga,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.56721476684194,2956184.0,1885.0,0,3,7,1,3,10,1.08818125
CoxsBazar,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.919988070968524,209412.0,1885.0,0,3,7,1,3,11,1.064447119
Cumilla,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,12.177652594665098,5443060.0,1885.0,0,3,7,1,3,12,0.9509400962
Dhaka,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,7.282761179605593,40712.0,1885.0,0,3,7,1,3,13,0.7902338377
Dinajpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.26339725898479,802564.0,1885.0,0,3,7,1,3,14,0.8469804277
Faridpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.972920327251465,600236.0,1885.0,0,3,7,1,3,15,0.6256938937
Feni,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.21515467023837,764764.0,1885.0,0,3,7,1,3,16,0.8943726431
Gaibandha,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.460328064381565,977256.0,1885.0,0,3,7,1,3,17,0.8496074724
Gazipur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.279950715722526,110404.0,1885.0,0,3,7,1,3,18,1.305351255
Gopalganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.17626639164243,270592.0,1885.0,0,3,7,1,3,19,1.432326159
Habiganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,12.164140660197987,5370008.0,1885.0,0,3,7,1,3,20,1.085219985
Jamalpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.207937487359873,279300.0,1885.0,0,3,7,1,3,21,0.9179949875
Jashore,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.644996233973952,1175468.0,1885.0,0,3,7,1,3,22,1.262070937
Jhallokati,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.58860256139881,1111012.0,1885.0,0,3,7,1,3,23,1.070692306
Jhenaidah,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.378525123490407,2447844.0,1885.0,0,3,7,1,3,24,1.223591046
Joypurhat,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,6.946013991099227,29064.0,1885.0,0,3,7,1,3,25,0.9441233141
Khagrachari,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.319643106866632,312312.0,1885.0,0,3,7,1,3,26,1.009144701
Khulna,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.106977858981029,252476.0,1885.0,0,3,7,1,3,27,0.5480758567
Kishoreganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.097637267913301,1848392.0,1885.0,0,3,7,1,3,28,1.050216621
Kurigram,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.702472353294919,457996.0,1885.0,0,3,7,1,3,29,0.8437977624
Kushtia,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.123948674366867,1897672.0,1885.0,0,3,7,1,3,30,1.167424086
Lakshmipur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.292764959945995,2246664.0,1885.0,0,3,7,1,3,31,0.8856152945
Lalmonirhat,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.234660056062438,779828.0,1885.0,0,3,7,1,3,32,1.01267459
Madaripur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.487764380725425,135912.0,1885.0,0,3,7,1,3,33,0.6847960445
Magura,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.583351156530737,406560.0,1885.0,0,3,7,1,3,34,0.8349173554
Manikganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.0068768914288,228424.0,1885.0,0,3,7,1,3,35,0.8540083354
Meherpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.848657243960659,1440992.0,1885.0,0,3,7,1,3,36,1.24450101
Moulvibazar,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.774981989783036,3638852.0,1885.0,0,3,7,1,3,37,1.211181988
Munshiganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,6.104793232414985,12516.0,1885.0,0,3,7,1,3,38,0.8970917226
Mymensingh,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.974471674086764,1634192.0,1885.0,0,3,7,1,3,39,0.9350627099
Naogaon,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.976206548455137,4449956.0,1885.0,0,3,7,1,3,40,1.077677173
Narail,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.035786936549613,639184.0,1885.0,0,3,7,1,3,41,0.8399334151
Narayanganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.708639655987193,169512.0,1885.0,0,3,7,1,3,42,0.9326065411
Narsingdi,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.225770799348734,104580.0,1885.0,0,3,7,1,3,43,1.089959839
Natore,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.086475553873242,672420.0,1885.0,0,3,7,1,3,44,1.151405372
Netrokona,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.191463051326927,101052.0,1885.0,0,3,7,1,3,45,0.9614851759
Nilphamari,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.369388996647842,120736.0,1885.0,0,3,7,1,3,46,0.8267625232
Noakhali,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.50364251137131,2774100.0,1885.0,0,3,7,1,3,47,0.8683017916
Pabna,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.991241097869361,1661828.0,1885.0,0,3,7,1,3,48,0.8480733265
Panchagar,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.703008637464448,168560.0,1885.0,0,3,7,1,3,49,1.027408638
Patuakhali,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.330059760154588,2332036.0,1885.0,0,3,7,1,3,50,1.017097506
Pirojpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.431465235119685,949452.0,1885.0,0,3,7,1,3,51,0.948538736
Rajbari,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,8.765926513729443,179508.0,1885.0,0,3,7,1,3,52,0.6995788489
Rajshahi,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.598479113322886,3050068.0,1885.0,0,3,7,1,3,53,1.151600554
Rangamati,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.583557732534226,406644.0,1885.0,0,3,7,1,3,54,0.6259725952
Rangpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.066138237300127,1791076.0,1885.0,0,3,7,1,3,55,1.11011928
Satkhira,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.888729181560583,551768.0,1885.0,0,3,7,1,3,56,1.143306607
Shariatpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.336665099210828,863576.0,1885.0,0,3,7,1,3,57,0.9831074509
Sherpur,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,9.460943436186543,359716.0,1885.0,0,3,7,1,3,58,0.948859656
Sirajganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.16327156794533,726096.0,1885.0,0,3,7,1,3,59,1.043884004
Sunamganj,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,10.830183957124165,1414616.0,1885.0,0,3,7,1,3,60,1.088654448
Sylhet,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,12.119561143582194,5135872.0,1885.0,0,3,7,1,3,61,1.07249324
Tangail,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,7.994632311431825,82992.0,1885.0,0,3,7,1,3,62,0.866734143
Thakurgaon,Kharif 1,1,3.0,4.0,8.0,28.0,26.0,16.0,3.362540496522866,0.9246986365437883,72.5,0.8660254037844387,-0.4999999999999998,11.02106878775184,1712144.0,1885.0,0,3,7,1,3,63,1.07875973
Bagerhat,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,7.639161171659173,41540.0,2000.0,2,4,4,9,12,0,4.158401541
Bandarban,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,8.25088114470065,76600.0,2000.0,2,4,4,9,12,1,4.812010444
Barguna,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,5.723585101952381,6100.0,2000.0,2,4,4,9,12,2,4.580327869
Barishal,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,7.473637108496206,35200.0,2000.0,2,4,4,9,12,3,3.284659091
Bhola,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,6.335054251498059,11260.0,2000.0,2,4,4,9,12,4,3.621669627
Bogura,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,7.8528278122817445,51440.0,2000.0,2,4,4,9,12,5,7.9062986
Brahmanbaria,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,5.598421958998375,5380.0,2000.0,2,4,4,9,12,6,3.828996283
Chandpur,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,6.898714534329988,19800.0,2000.0,2,4,4,9,12,7,5.182828283
Chapai Nawabganj,Rabi,0,1.0,1.0,1.0,20.0,25.0,15.0,3.1688149728170982,0.6337629945634196,80.0,0.0,1.0,6.040254711277414,8380.0,2000.0,2,4,4,9,12,8,8.102625298
